DATE	OPEN	HIGH	LOW	CLOSE	RETURN	DISCREPANCY	VOL_INST	VOL_IND	VOL_FOR
2010-07-15	11425	11480	11345	11380	-0.87	-0.558028497	-464428	428593	15835
2010-07-16	11365	11405	11150	11180	-1.76	-0.165289847	-254710	297875	-43145
2010-07-19	10870	11150	10840	11000	-1.61	-0.473384774	208482	-2814	-205668
2010-07-20	11010	11120	10870	11055	0.5	-0.519673348	-71767	290318	-218551
2010-07-21	11240	11330	11115	11280	2.04	-0.269660935	197444	-142019	-60925
2010-07-22	11125	11315	11090	11110	-1.51	-0.130791807	-126674	-41370	159144
2010-07-23	11375	11450	11265	11400	2.61	-0.512708629	329257	-331849	-3174
2010-07-26	11520	11580	11405	11560	1.4	-0.376003027	10940	78120	-89560
2010-07-27	11640	11645	11550	11555	-0.04	-0.538923238	-198204	81489	114515
2010-07-28	11500	11680	11500	11680	1.08	-0.324117297	367118	-402753	35635
2010-07-29	11620	11670	11570	11610	-0.6	-0.6332597	174374	29151	-205625
2010-07-30	11575	11605	11400	11410	-1.72	-0.645499485	-307657	343649	-38692
2010-08-02	11525	11780	11515	11740	2.89	-0.500211034	463296	-770042	316146
2010-08-03	11915	11915	11780	11840	0.85	-0.39363024	-726035	646766	79069
2010-08-04	11875	11880	11660	11775	-0.55	-0.604141114	-134307	287766	-152869
2010-08-05	11855	11930	11630	11760	-0.13	-0.460539291	-68267	121542	-46275
2010-08-06	11705	11775	11585	11725	-0.3	-0.594988801	11939	-18286	5627
2010-08-09	11655	11795	11590	11795	0.6	-0.482610823	147333	-122256	-22985
2010-08-10	11795	11835	11640	11670	-1.06	-0.367028402	-47757	403826	-357084
2010-08-11	11550	11610	11275	11280	-3.34	-0.396823294	-576999	869833	-309566
2010-08-12	11045	11090	10870	10870	-3.63	-0.712277516	-705659	776722	-83651
2010-08-13	10945	11130	10855	11105	2.16	-0.529197211	-15607	-60316	74528
2010-08-16	11065	11075	10715	11055	-0.45	-0.503199108	-340543	265465	53214
2010-08-17	11020	11255	10900	11255	1.81	-0.625296888	-117105	183795	-83451
2010-08-18	11285	11350	11200	11325	0.62	-0.428180803	-386554	420077	-25391
2010-08-19	11315	11675	11305	11650	2.87	-0.551957974	562431	-776350	213889
2010-08-20	11500	11620	11440	11540	-0.94	-0.581177967	129479	-79785	-49594
2010-08-23	11565	11785	11475	11500	-0.35	-0.526689554	-1231	64297	-62976
2010-08-24	11445	11550	11195	11350	-1.3	-0.605996917	-178499	15654	162375
2010-08-25	11220	11270	11020	11020	-2.91	-0.676696337	-915507	1096918	-186395
2010-08-26	11105	11140	10955	10960	-0.54	-0.460641993	-35238	2779	29673
2010-08-27	10860	11000	10810	10930	-0.27	-0.701990593	-147629	219794	-73550
2010-08-30	11180	11375	11145	11370	4.03	-0.59755122	553788	-582888	-39370
2010-08-31	11170	11250	11035	11040	-2.9	-1.00172978	-617429	629710	-29498
2010-09-01	11110	11425	11110	11365	2.94	-0.642479908	917523	-963582	51509
2010-09-02	11620	11630	11390	11520	1.36	-0.525436389	95608	-204152	154139
2010-09-03	11575	11645	11515	11530	0.09	-0.433154637	272672	-227266	-40806
2010-09-06	11670	11715	11625	11705	1.52	-0.507788527	209708	-256788	61580
2010-09-07	11705	11725	11625	11625	-0.68	-0.858205487	6143	-196789	203616
2010-09-08	11540	11570	11395	11485	-1.2	-0.545893502	-286695	520741	-233731
2010-09-09	11525	11640	11425	11570	0.74	-0.895622619	-161519	106926	54593
2010-09-10	11620	11920	11620	11820	2.16	-0.595083914	823435	-931431	136696
2010-09-13	11900	12080	11900	12045	1.9	-0.579929775	288219	-214085	-74134
2010-09-14	12080	12115	12005	12030	-0.12	-0.498088538	556933	-307285	-249648
2010-09-15	12045	12190	11990	12100	0.58	-0.657466946	-351636	51684	299952
2010-09-16	12120	12130	11945	11945	-1.28	-0.617180207	-339349	308496	30853
2010-09-17	12020	12175	11970	12160	1.8	-0.111306891	108783	-189275	80492
2010-09-20	12080	12230	11980	12160	0	-0.799720673	-206602	60249	146353
2010-09-24	12105	12315	12085	12280	0.99	-0.754845071	211997	-395591	183943
2010-09-27	12430	12515	12395	12475	1.59	-0.855070379	466092	-243603	-219299
2010-09-28	12415	12515	12415	12455	-0.16	-0.720741115	302228	-225947	-71993
2010-09-29	12520	12750	12515	12615	1.28	-0.784677977	256953	-157293	-100160
2010-09-30	12640	12680	12580	12630	0.12	-0.676235197	105572	-154946	49374
2010-10-01	12675	12880	12630	12765	1.07	-0.621340448	-23847	-46155	70002
2010-10-04	12860	12860	12730	12740	-0.2	-0.940905885	-335964	386053	-50719
2010-10-05	12670	12820	12660	12790	0.39	-0.688965449	398971	-532891	133920
2010-10-06	13010	13170	12950	13150	2.81	-0.56176929	-5610	-44449	44659
2010-10-07	13140	13150	13045	13080	-0.53	-0.789060705	-402810	592904	-188243
2010-10-08	13100	13120	12950	13005	-0.57	-0.800839665	6630	191841	-201491
2010-10-11	13140	13150	12900	12900	-0.81	-0.760299196	-206762	271334	-67608
2010-10-12	12900	13000	12500	12575	-2.52	-0.454781139	-420150	575218	-152618
2010-10-13	12660	12750	12550	12675	0.8	-0.479738696	166984	-128091	-42893
2010-10-14	12800	13005	12785	13005	2.6	-0.586315234	209628	-183052	-25526
2010-10-15	13005	13075	12915	13055	0.38	-0.50551278	-199027	55315	143772
2010-10-18	13060	13075	12595	12595	-3.52	-0.574214501	-1047378	1189635	-152257
2010-10-19	12695	12720	12360	12365	-1.83	-0.150118019	-346505	334485	-16240
2010-10-20	12245	12580	12075	12505	1.13	-0.476091182	-5397	1816	-2655
2010-10-21	12585	12600	12315	12590	0.68	-0.234002376	-120644	-93919	209261
2010-10-22	12650	12925	12645	12895	2.42	-0.296982776	334636	-819336	462314
2010-10-25	12945	13245	12925	13165	2.09	-0.348270117	331027	-653864	321629
2010-10-26	13160	13205	13070	13190	0.19	-0.139002874	-411307	637604	-225900
2010-10-27	13190	13235	12905	12955	-1.78	-0.76591403	-279430	715438	-435991
2010-10-28	12975	13040	12915	12975	0.15	-0.732703582	195958	-143368	-53590
2010-10-29	13025	13065	12565	12595	-2.93	-0.657811711	-590604	824333	-245232
2010-11-01	12705	13085	12585	13085	3.89	-0.304534029	342486	-1069679	711856
2010-11-02	13020	13155	12980	13100	0.11	-0.439661495	366093	-304938	-27479
2010-11-03	13180	13485	13180	13360	1.98	-0.27811657	80622	-689710	624439
2010-11-04	13415	13500	13395	13460	0.75	-0.298585736	-133191	-179594	339484
2010-11-05	13800	13865	13465	13465	0.04	-0.43169681	-38166	371656	-332695
2010-11-08	13600	13620	13360	13550	0.63	-0.358269014	-35081	189522	-153256
2010-11-09	13600	13615	13435	13595	0.33	-0.366799682	61424	-91680	30302
2010-11-10	13565	13930	13545	13930	2.46	-0.33804933	250638	-362455	99668
2010-11-11	13895	14110	13835	13870	-0.43	0.679715106	-288517	181444	95715
2010-11-12	13775	13855	13100	13225	-4.65	-0.174816729	-1000955	1893257	-921332
2010-11-15	13185	13440	13155	13265	0.3	-0.136488915	-63908	-225071	275192
2010-11-16	13265	13340	12965	13070	-1.47	-0.320317267	-347982	529610	-219028
2010-11-17	12920	13200	12825	13045	-0.19	-0.218150888	12878	289234	-358979
2010-11-18	13110	13480	13110	13470	3.26	-0.193167344	1639	-554229	551012
2010-11-19	13540	13635	13445	13620	1.11	-0.495549696	187964	-204088	-96861
2010-11-22	13750	13860	13635	13755	0.99	-0.302896543	302217	-149297	-171411
2010-11-23	13670	13705	13365	13505	-1.82	1.173856466	-265531	433849	-182616
2010-11-24	13190	13575	12960	13540	0.26	-0.372462772	-531089	70654	483035
2010-11-25	13615	13675	13370	13560	0.15	-0.880743307	484986	-146318	-336698
2010-11-26	13595	13680	13200	13250	-2.29	-0.659173244	-332535	780880	-452099
2010-11-29	13205	13450	13070	13170	-0.6	-0.411436125	-421855	384556	19272
2010-11-30	13170	13475	13100	13340	1.29	-1.104163856	396704	-470449	75259
2010-12-01	13350	13575	13265	13575	1.76	-0.608794017	498392	-643044	129172
2010-12-02	13725	13910	13710	13865	2.14	-0.961597529	1100536	-1131006	39470
2010-12-03	13955	14080	13950	14075	1.51	-0.570228854	1000268	-839064	93797
2010-12-06	14105	14125	14000	14085	0.07	-0.426712364	65925	23663	-233169
2010-12-07	14085	14230	14060	14210	0.89	-0.375851555	25609	2312	-31499
2010-12-08	14205	14290	14080	14080	-0.91	-0.319360345	-322731	392298	-62167
2010-12-09	14160	14520	14150	14520	3.13	-0.943695496	505217	-621540	140172
2010-12-10	14520	14580	14435	14565	0.31	-0.898951631	-127762	174090	85791
2010-12-13	14660	14790	14565	14790	1.54	-0.32705396	-231381	286175	-154753
2010-12-14	14820	14915	14765	14890	0.68	-0.269052529	-197292	215305	-31347
2010-12-15	14925	14945	14825	14935	0.3	-0.932041437	-70528	20624	48208
2010-12-16	14875	15040	14830	14885	-0.33	-0.487168293	-228330	302311	23818
2010-12-17	14950	15205	14920	15170	1.91	-0.285405911	-35531	7006	26144
2010-12-20	14950	15170	14855	15160	-0.07	-0.291102625	-627120	693974	-194604
2010-12-21	15305	15550	15300	15465	2.01	-0.106643344	-12083	24393	5689
2010-12-22	15505	15520	15430	15495	0.19	-0.063335144	-344841	310349	35939
2010-12-23	15515	15530	15370	15450	-0.29	-0.268918889	-262855	240831	16157
2010-12-24	15450	15530	15360	15360	-0.58	0.08105523	-1311	-28126	30612
2010-12-27	15280	15450	15230	15290	-0.46	-0.040075496	-56808	2574	53934
2010-12-28	15310	15595	15310	15520	1.5	0.099841853	308968	-709897	406348
2010-12-29	15600	15815	15535	15815	1.9	-0.272477159	-364823	198337	156441
2010-12-30	15890	15995	15845	15965	0.95	-0.514284753	-211026	199453	11731
2011-01-03	16090	16210	16055	16190	1.41	-0.269254533	-382977	416338	-38858
2011-01-04	16300	16405	16200	16405	1.33	-0.116961486	-13018	40623	-24206
2011-01-05	16390	16430	16335	16425	0.12	-0.051054591	-24612	55194	-5405
2011-01-06	16500	16570	16185	16295	-0.79	-0.284246502	-629195	791767	-59711
2011-01-07	16225	16450	16190	16440	0.89	-0.214684101	203686	-398222	193836
2011-01-10	16380	16405	16095	16240	-1.22	-0.080169667	-208872	268239	-59868
2011-01-11	16250	16345	15935	16325	0.52	-0.23448715	-4991	65870	-92378
2011-01-12	16355	16470	16305	16435	0.67	-0.056979988	233469	-289514	52794
2011-01-13	16525	16690	16290	16510	0.46	0.578187509	-501487	512516	-93719
2011-01-14	16510	16680	16250	16655	0.88	-0.406982933	-55181	-23496	73290
2011-01-17	16720	16810	16560	16560	-0.57	-0.180651321	-10791	176031	-125337
2011-01-18	16510	16745	16450	16485	-0.45	0.135457732	178295	-53956	-152839
2011-01-19	16620	16815	16325	16790	1.85	-0.183047289	770089	-922812	257123
2011-01-20	16700	16730	16570	16620	-1.01	-0.116410657	-487596	692431	-207475
2011-01-21	16545	16595	16015	16030	-3.55	0.230223133	-1535222	1811105	-299803
2011-01-24	15965	16205	15950	16170	0.87	-0.216844779	431721	-629614	195203
2011-01-25	16320	16550	16275	16325	0.96	-0.444265559	945682	-875646	-72723
2011-01-26	16380	16720	16365	16700	2.3	-0.205683854	619781	-837529	220345
2011-01-27	16740	16820	16665	16745	0.27	-0.254590552	296746	-111978	-165342
2011-01-28	16710	16795	16500	16650	-0.57	-0.512970659	-464123	355145	107668
2011-01-31	16320	16430	16110	16150	-3	0.022915467	-741251	1069260	-334006
2011-02-01	16300	16315	16100	16150	0	-0.056438717	-260984	272848	-12892
2011-02-07	16470	16665	16245	16245	0.59	-0.054633109	267910	-279439	4633
2011-02-08	16370	16380	16000	16030	-1.32	0.053241057	-700559	634711	60747
2011-02-09	16095	16110	15600	15640	-2.43	-0.166283141	-917133	855339	11164
2011-02-10	15610	15615	15135	15180	-2.94	-0.342760506	-1733890	1742186	-20376
2011-02-11	15180	15330	14640	14695	-3.19	0.853843255	-1472693	1369994	16490
2011-02-14	14905	15220	14770	15150	3.1	-0.210315816	415033	-588405	194041
2011-02-15	15185	15435	14985	15120	-0.2	0.319136937	146513	-116337	-28519
2011-02-16	15050	15320	14860	14875	-1.62	0.11825733	-274545	364824	-93309
2011-02-17	14950	15100	14460	14640	-1.58	-0.472416107	-1800941	1451736	339545
2011-02-18	14770	15170	14730	15145	3.45	-0.22366501	679342	-714986	27644
2011-02-21	15170	15175	14785	14965	-1.19	-0.279537148	-512551	628966	-149513
2011-02-22	14730	14755	14400	14475	-3.27	-0.258466661	-1475748	1545323	-89154
2011-02-23	14380	14650	14335	14480	0.03	-0.340068867	-320465	259794	65627
2011-02-24	14435	14580	14260	14275	-1.42	-0.011627369	-466731	432456	9915
2011-02-25	14310	14435	14205	14425	1.05	0.026142014	-29633	-12014	-16348
2011-02-28	14350	14360	14120	14150	-1.91	0.302466874	-452599	616713	-151294
2011-03-02	14000	14120	13870	13940	-1.48	-0.209245606	-917624	651053	237630
2011-03-03	14050	14505	14040	14505	4.05	-0.097044649	889712	-815873	-69862
2011-03-04	14720	15155	14705	15090	4.03	-0.146438656	1356563	-1393296	77728
2011-03-07	14990	15050	14600	14600	-3.25	-0.101130499	-784276	922750	-148960
2011-03-08	14575	15045	14550	14855	1.75	-0.32388865	620032	-628028	24435
2011-03-09	15040	15185	14800	14855	0	-0.624151241	-450321	411511	49110
2011-03-10	14850	14905	14465	14585	-1.82	-0.221244084	-1554225	1611605	-81501
2011-03-11	14285	14405	14090	14150	-2.98	0.066192195	-1669714	1383247	270875
2011-03-14	14160	14530	13935	14530	2.69	-0.186849119	509993	-769288	269916
2011-03-15	14470	14745	13550	13900	-4.34	0.519228822	-2785760	3081044	-546805
2011-03-16	14145	14465	14005	14360	3.31	-0.493789177	1345320	-2112595	763069
2011-03-17	13945	14480	13850	14430	0.49	0.062200828	312276	34563	-409718
2011-03-18	14560	14825	14380	14695	1.84	-0.12559911	826883	-1035825	204268
2011-03-21	14740	14955	14705	14930	1.6	-0.382788975	574836	-731037	157329
2011-03-22	15075	15100	14955	15065	0.9	-0.418157805	696112	-676895	23983
2011-03-23	15080	15220	14950	15045	-0.13	-0.440391621	716997	-460201	-240543
2011-03-24	15140	15460	15130	15455	2.73	-0.162272644	1145968	-1036033	-112843
2011-03-25	15700	15815	15630	15790	2.17	-0.330946705	357757	-430067	212579
2011-03-28	15815	15850	15720	15815	0.16	-0.49535257	165179	-70875	-32621
2011-03-29	15750	16050	15745	16050	1.49	-0.458140632	782527	-834688	155365
2011-03-30	16100	16570	16080	16420	2.31	-0.342186815	638403	-601184	-64231
2011-03-31	16555	16580	16430	16580	0.97	-0.467406978	523335	-545397	35040
2011-04-01	16580	16835	16570	16810	1.39	-0.306789398	254504	-331160	70182
2011-04-04	16925	16930	16640	16770	-0.24	-0.28617926	38152	-153012	143795
2011-04-05	16770	17005	16670	16990	1.31	-0.27973325	385840	-550355	167782
2011-04-06	16975	17115	16805	16890	-0.59	-0.429350527	-433644	611289	-190406
2011-04-07	16970	17035	16675	16795	-0.56	-0.102366078	346465	-779696	423194
2011-04-08	16740	17040	16720	16835	0.24	-0.057881536	-212008	-196680	409758
2011-04-11	16820	16940	16660	16755	-0.48	-0.144345208	-201683	-111006	308838
2011-04-12	16685	16685	16220	16235	-3.1	-0.245591851	-306895	769349	-535097
2011-04-13	16210	16730	16080	16730	3.05	-0.522539107	321382	-386963	62691
2011-04-14	16715	17030	16500	17000	1.61	-0.080993171	70106	-170793	58727
2011-04-15	16955	17065	16790	17010	0.06	-0.133507586	-55852	195816	-144682
2011-04-18	17090	17105	16790	16925	-0.5	0.036941263	-209239	460564	-222809
2011-04-19	16640	16885	16540	16685	-1.42	-0.317835849	-27483	-194574	186857
2011-04-20	16910	17495	16910	17485	4.79	-1.32000368	1261051	-1856747	665453
2011-04-21	17800	18355	17785	18100	3.52	-0.021100519	15624	180940	-175296
2011-04-22	18070	18150	17990	18045	-0.3	-0.151943897	-142461	5557	230245
2011-04-25	18075	18300	18030	18220	0.97	-0.106527452	258776	71031	-333557
2011-04-26	18200	18290	18000	18095	-0.69	-0.205765289	-106023	322025	-213334
2011-04-27	18335	18590	18015	18140	0.25	-0.215631051	-706360	437768	280087
2011-04-28	18290	18425	17940	18105	-0.19	-0.150945519	229814	-57129	-172185
2011-04-29	18155	18285	17755	17890	-1.19	-0.147406763	-123121	436673	-397460
2011-05-02	17990	18590	17990	18575	3.83	-0.11695592	642561	-1553449	997232
2011-05-03	18515	18550	17975	18055	-2.8	-0.25346834	-1163497	1341631	-245046
2011-05-04	18055	18075	17660	17670	-2.13	-0.236902071	-788295	792917	-145858
2011-05-06	17310	17350	16975	17095	-3.25	0.0245161	-1248185	1280441	-105174
2011-05-09	17195	17290	16865	16890	-1.2	0.02226665	435389	493084	-868918
2011-05-11	17140	17295	16995	17275	2.28	-0.054904715	190598	-489542	301586
2011-05-12	16990	17080	16650	16650	-3.62	0.417229063	-990007	2014524	-1045993
2011-05-13	16830	16830	16325	16520	-0.78	-0.267141585	-1477202	564716	889520
2011-05-16	16330	16400	16180	16240	-1.69	0.025437504	-690992	662633	28052
2011-05-17	16100	16340	16100	16230	-0.06	-0.123937394	-311358	405644	-105184
2011-05-18	16350	16810	16300	16795	3.48	0.120299353	-69080	12466	47681
2011-05-19	16820	16865	16100	16130	-3.96	-0.443775113	-1265646	1459415	-211346
2011-05-20	16220	16410	16040	16385	1.58	-0.165122075	-210209	-131099	343576
2011-05-23	16200	16245	15580	15585	-4.88	0.1901588	-2261750	2921207	-715937
2011-05-24	15540	15730	15500	15595	0.06	0.012249015	-590691	-347381	943833
2011-05-25	15710	15915	15165	15245	-2.24	-0.082188872	-304510	524844	-251370
2011-05-26	15520	16175	15515	16135	5.84	0.063256599	-193956	-486665	651850
2011-05-27	16015	16445	15990	16200	0.4	-0.617825849	-118956	349523	-232510
2011-05-30	16395	16500	15985	16090	-0.68	-0.307195107	-56742	74410	4942
2011-05-31	16190	17055	16180	16915	5.13	-0.166320608	1007835	-2559413	1580972
2011-06-01	17000	17045	16725	16910	-0.03	-0.316382009	99010	239442	-293221
2011-06-02	16400	16645	16160	16395	-3.05	-0.259708025	-751329	1087512	-346033
2011-06-03	16505	16665	16370	16420	0.15	-0.251376252	507545	-489456	-20008
2011-06-07	16200	16295	16045	16250	-1.04	-0.018765709	-134838	482645	-343281
2011-06-08	16295	16330	15710	15885	-2.25	0.128209492	-1364758	2674535	-1436840
2011-06-09	15770	15900	15600	15720	-1.04	0.278316983	-1113389	1261100	-164779
2011-06-10	15925	15950	15225	15275	-2.83	0.117716149	-1583094	1857678	-318593
2011-06-13	15045	15445	15025	15345	0.46	-0.233211775	-850292	-384984	1223882
2011-06-14	15285	15910	15220	15800	2.97	-0.200987631	104151	-551098	433974
2011-06-15	15935	15995	15540	15900	0.63	0.000691829	277132	-99392	-214393
2011-06-16	15480	15640	15175	15210	-4.34	-0.083165491	-743729	1421966	-779710
2011-06-17	15360	15410	14645	14950	-1.71	0.078858124	-2511049	1936298	354066
2011-06-20	15005	15140	14740	14740	-1.4	0.024157802	-470987	704234	-341221
2011-06-21	14940	15270	14750	15200	3.12	-0.05569265	-205050	-1099403	1290293
2011-06-22	15500	15630	15380	15455	1.68	-0.157822349	569308	-551120	112769
2011-06-23	15350	15435	15190	15255	-1.29	-0.007931197	389760	556195	-994368
2011-06-24	15300	15830	15300	15820	3.7	-0.266670029	-228484	-1276967	1562833
2011-06-27	15590	15620	15285	15440	-2.4	-0.302192835	647110	1923704	-2704896
2011-06-28	15745	15930	15380	15380	-0.39	-0.367951907	296607	-370915	119305
2011-06-29	15860	15945	15705	15885	3.28	0.103474917	557965	-1355937	912730
2011-06-30	16040	16040	15815	15915	0.19	-0.283891729	-335730	-120179	512514
2011-07-01	16260	16450	16190	16325	2.58	-0.277390731	1114420	-1014782	-55586
2011-07-04	16615	16825	16605	16720	2.42	-0.295654393	1194887	-900538	-235888
2011-07-05	16750	17000	16730	17000	1.67	0.005529718	1405573	-1412589	133862
2011-07-06	16900	17100	16890	17100	0.59	-0.137763168	413098	-721690	314401
2011-07-07	17025	17335	17010	17240	0.82	-0.113907226	282066	-384451	128287
2011-07-08	17375	17385	17160	17205	-0.2	-0.330955682	767641	-401117	-346782
2011-07-11	17045	17060	16755	16795	-2.38	-0.234992777	417475	-277053	-160946
2011-07-12	16395	16475	16035	16035	-4.53	0.055034949	-1996719	3062851	-1554837
2011-07-13	16120	16280	16000	16245	1.31	-0.090776248	-167181	280481	-46327
2011-07-14	16130	16160	15830	16160	-0.52	-0.221969073	-2401046	2105372	54547
2011-07-15	16040	16385	16030	16385	1.39	-0.242802383	33872	-253482	226349
2011-07-18	16435	16435	15935	16025	-2.2	-0.071649095	-957518	1882521	-973175
2011-07-19	15885	16200	15885	16045	0.12	0.16312012	-74400	-348344	391131
2011-07-20	16450	16600	16450	16530	3.02	-0.260240522	144938	-704961	725705
2011-07-21	16485	16550	16275	16370	-0.97	-0.234330482	-1077220	1349451	-285680
2011-07-22	16680	16795	16550	16750	2.32	-0.224034273	-583298	-756603	1323870
2011-07-25	16545	16545	16330	16410	-2.03	-0.337794751	-34603	1012387	-1091466
2011-07-26	16460	16680	16400	16680	1.65	-0.018042308	200361	-896968	691798
2011-07-27	16525	16810	16420	16775	0.57	-0.000715345	427175	-513926	112246
2011-07-28	16300	16530	16105	16415	-2.15	-0.381662943	476387	-12875	-315474
2011-07-29	16420	16495	16075	16075	-2.07	-0.06869306	-836627	1565099	-804889
2011-08-01	16335	16765	16335	16680	3.76	-0.165194283	611122	-2753475	2385738
2011-08-02	16370	16420	15810	15855	-4.95	0.109043405	-4286953	6245413	-2371425
2011-08-03	15280	15320	14860	14940	-5.77	0.376377824	-5665763	5481087	-253176
2011-08-04	15070	15075	14165	14240	-4.69	0.161637249	-3236200	3268886	119054
2011-08-05	13005	13585	13000	13200	-7.3	0.277434235	-4202740	3676692	483252
2011-08-08	12995	13175	11160	12220	-7.42	0.496726866	-7304000	7037927	-387310
2011-08-09	11525	11735	10000	11400	-6.71	1.486510306	-12793802	12976246	-599752
2011-08-10	12250	12250	11200	11220	-1.58	0.229312518	-1298697	1471747	-84119
2011-08-11	10400	11615	10370	11275	0.49	-0.26704549	1324110	-1464251	152174
2011-08-12	11570	11640	10925	10945	-2.93	-0.412725334	-383041	793697	-240211
2011-08-16	11460	12075	11460	12040	10	-0.161863822	6662265	-7929426	1441786
2011-08-17	11865	12415	11865	12175	1.12	0.165530223	3042356	-2953449	189497
2011-08-18	12160	12200	11380	11635	-4.44	-0.340819835	-2690694	5026305	-2451477
2011-08-19	10860	10930	10230	10230	-12.08	0.20275631	-10351274	10239383	45993
2011-08-22	10255	10460	9770	9930	-2.93	0.035057603	-1443839	1569924	-74962
2011-08-23	10105	10725	10000	10655	7.3	-0.037245625	3013327	-4609106	1587276
2011-08-24	10825	10900	10185	10360	-2.77	-0.336796213	101383	1678492	-1725816
2011-08-25	10750	10960	10485	10490	1.25	-0.469000695	1226442	-1640115	356257
2011-08-26	10365	10720	10345	10700	2	-0.178465976	1060686	-1769820	705862
2011-08-29	10995	11440	10780	11305	5.65	-0.336765639	4936000	-4560681	-177615
2011-08-30	11500	11735	11440	11505	1.77	-0.383055508	1800572	-1623929	-102335
2011-08-31	11545	11940	11430	11940	3.78	-0.153449263	2899279	-3811670	1081892
2011-09-01	11990	12610	11900	11950	0.08	-0.421064736	4853834	-3962439	-893860
2011-09-02	11830	12100	11550	11695	-2.13	-0.16901697	-371323	858244	-612558
2011-09-05	11300	11335	10700	10745	-8.12	0.571229608	-6331161	8878400	-2886412
2011-09-06	10370	10735	10205	10490	-2.37	-1.700976056	-5411551	5233004	70296
2011-09-07	10900	11385	10875	11385	8.53	-0.52016116	2793845	-4944119	2306793
2011-09-08	11605	11655	11310	11430	0.4	0.002362261	3201316	-2835344	-344012
2011-09-09	11165	11520	11015	11020	-3.59	-0.124527132	1000960	1424241	-2699838
2011-09-14	10900	10995	10230	10300	-6.53	-0.248893537	-7453039	8086694	-641272
2011-09-15	10760	10995	10255	10610	3.01	-0.416448837	-1665926	416228	1099914
2011-09-16	11080	11545	11035	11475	8.15	0.047168207	7042598	-8985186	2282518
2011-09-19	11220	11410	11050	11200	-2.4	-0.475584528	-79691	701135	-597421
2011-09-20	11100	11520	10885	11460	2.32	-0.104428355	203714	-382065	73321
2011-09-21	11495	11880	11350	11640	1.57	-0.153886536	869742	-1042133	174443
2011-09-22	11070	11160	10690	10850	-6.79	0.412849513	-6715108	8682881	-2119519
2011-09-23	10060	10230	9690	9705	-10.55	0.889658628	-20182782	20778540	-1242455
2011-09-26	9900	9960	9150	9260	-4.59	0.382777091	-2538057	1061517	1496061
2011-09-27	9800	10210	9685	10210	10.26	-0.681416919	5248418	-7702515	2371545
2011-09-28	10325	10470	9995	9995	-2.11	-0.287913039	1176641	-857055	-81090
2011-09-29	9820	10560	9800	10550	5.55	-0.066874679	3644569	-4182093	508469
2011-09-30	10460	10690	10220	10495	-0.52	-0.426472611	1750973	-1758656	170517
2011-10-04	9500	9800	9315	9800	-6.62	0.101020315	-8197518	9624079	-2030190
2011-10-05	9860	9900	9390	9480	-3.27	-0.141150694	-8329464	6396296	2051751
2011-10-06	9950	10290	9930	9985	5.33	-0.654476568	7876441	-9535600	2217727
2011-10-07	10470	10650	10445	10535	5.51	0.009018374	7705031	-9211149	1666296
2011-10-10	10535	10830	10520	10595	0.57	-0.2313653	1561163	916932	-2538517
2011-10-11	11100	11110	10935	10950	3.35	-0.302552164	5835531	-7257718	1630350
2011-10-12	10870	11135	10755	11125	1.6	-0.080564255	3500202	-2725579	-715482
2011-10-13	11325	11465	11275	11285	1.44	-0.246003873	3286364	-3318213	124247
2011-10-14	11165	11450	11045	11380	0.84	-0.539950952	1055156	-1174653	219133
2011-10-17	11610	11755	11540	11730	3.08	-0.317403664	1014707	-1289511	244925
2011-10-18	11220	11490	11220	11350	-3.24	-0.022021581	94647	167884	-515544
2011-10-19	11530	11610	11315	11610	2.29	-0.646950092	1500777	-1699705	175339
2011-10-20	11555	11810	11000	11015	-5.12	0.398311959	-1703776	3240931	-1508634
2011-10-21	11290	11445	11030	11365	3.18	-0.174792927	1284828	-1405560	117387
2011-10-24	11630	12180	11600	12170	7.08	-0.059701394	5362257	-6070179	959514
2011-10-25	12200	12260	12025	12065	-0.86	-0.558979693	-11352	959203	-858089
2011-10-26	11805	12155	11790	12125	0.5	0.092869673	306372	128001	-459096
2011-10-27	12280	12530	12090	12530	3.34	0.002234687	1378410	-1786157	463858
2011-10-28	12980	13070	12560	12635	0.84	-0.053868868	-431606	216777	328785
2011-10-31	12595	12825	12280	12380	-2.02	-0.55170508	-302983	825461	-511621
2011-11-01	12095	12585	12095	12375	-0.04	-0.08219501	3057123	-2848326	-189496
2011-11-02	11815	12180	11725	12180	-1.58	-0.24087978	-606408	1429016	-740082
2011-11-03	12225	12225	11670	11760	-3.45	-0.300793185	-3197922	5467044	-2335225
2011-11-04	12220	12585	12215	12575	6.93	0.047656896	5564226	-7187187	1708094
2011-11-07	12555	12590	12355	12385	-1.51	-0.118954011	-1411297	1816777	-410428
2011-11-08	12455	12515	12165	12170	-1.74	-0.26944459	-748164	1001065	-264187
2011-11-09	12410	12520	12180	12300	1.07	-0.293364483	843173	-1036263	216010
2011-11-10	11715	11720	11150	11150	-9.35	0.417430304	-11325031	14613943	-3760666
2011-11-11	11405	11605	11070	11575	3.81	0.529178648	2100183	-2396812	378008
2011-11-14	11860	12175	11855	12075	4.32	-0.026245698	6470185	-7232044	836005
2011-11-15	11925	12050	11785	11890	-1.53	-0.355168039	453702	-370933	-21978
2011-11-16	11995	12235	11395	11465	-3.57	0.068865534	-1435068	3245134	-1729081
2011-11-17	11555	11770	11165	11760	2.57	0.26729419	-383485	861731	-875910
