DATE	OPEN	HIGH	LOW	CLOSE	RETURN	DISCREPANCY	VOL_INST	VOL_IND	VOL_FOR
2014-09-12	11730	11800	11665	11755	0.43	-0.133127511	-1559394	1558512	-60333
2014-09-15	11680	11730	11560	11665	-0.77	-0.329813049	-3686092	3233167	306185
2014-09-16	11710	11780	11675	11740	0.64	-0.161748173	750532	-782122	-14536
2014-09-17	11845	11975	11840	11960	1.87	-0.337652035	8508866	-8790478	289477
2014-09-18	11930	11975	11780	11820	-1.17	-0.141508438	-4391283	4379294	70658
2014-09-19	11910	11980	11875	11895	0.63	0.03212465	3703459	-3656308	136672
2014-09-22	11800	11805	11525	11615	-2.35	-0.144946724	-20112702	19932929	-360195
2014-09-23	11500	11615	11475	11550	-0.56	0.159214127	-4426063	3947070	257864
2014-09-24	11460	11540	11375	11525	-0.22	-0.158014561	-6230151	5945484	36622
2014-09-25	11600	11635	11460	11515	-0.09	0.009293091	-1548330	1677278	-163636
2014-09-26	11345	11440	11330	11440	-0.65	-0.242591879	-2641231	2341002	54971
2014-09-29	11445	11505	11335	11395	-0.39	-0.148616013	-1965573	2120404	-118092
2014-09-30	11320	11420	11195	11275	-1.05	-0.193416749	-7764020	7794457	-399401
2014-10-01	11180	11210	10965	10995	-2.48	-0.080880415	-13322224	12317447	200479
2014-10-02	10860	10885	10610	10735	-2.36	0.051353792	-12778975	11807424	68815
2014-10-06	10780	10820	10640	10680	-0.51	-0.108029238	-3825854	3896847	-40654
2014-10-07	10780	10810	10630	10705	0.23	-0.13768965	-2188702	1964868	137140
2014-10-08	10585	10685	10530	10645	-0.56	0.073515725	-4584693	4812765	-492274
2014-10-10	10505	10510	10210	10315	-3.1	0.21841104	-14464182	13192669	601506
2014-10-13	10110	10275	10040	10245	-0.68	-0.272462058	-2845118	2711326	-92756
2014-10-14	10360	10400	10230	10250	0.05	0.196580804	-4716632	4332544	165670
2014-10-15	10200	10325	10110	10200	-0.49	-0.302805792	-3800584	3654445	13251
2014-10-16	10100	10155	9970	10110	-0.88	0.004055555	-4573280	4410148	42895
2014-10-17	10140	10170	9840	9895	-2.13	0.22831189	-12526850	11813037	161760
2014-10-20	10030	10210	10025	10140	2.48	-0.347702002	2984445	-2555031	-313620
2014-10-21	10090	10100	9895	9990	-1.48	-0.089109713	-7673738	7026862	323986
2014-10-22	10195	10235	10075	10140	1.5	-0.439089145	2698436	-2481299	27872
2014-10-23	10110	10285	10075	10180	0.39	0.111125316	1085400	-950245	-163961
2014-10-24	10230	10255	9975	10085	-0.93	-0.06143967	-4622480	4660332	-113605
2014-10-27	10160	10280	10145	10185	0.99	-0.077995085	2512429	-2879238	69667
2014-10-28	10215	10235	10105	10165	-0.2	0.078763414	-764399	462633	164361
2014-10-29	10275	10600	10220	10555	3.84	-0.128872076	13924066	-12950275	-222924
2014-10-30	10500	10535	10405	10535	-0.19	-0.29131782	214516	-197970	130741
2014-10-31	10605	10690	10465	10660	1.19	-0.289963521	3864270	-3708537	-23375
2014-11-03	10650	10655	10505	10555	-0.98	-0.089356369	-1359972	1251627	17014
2014-11-04	10505	10620	10330	10395	-1.52	0.044079065	-1880273	1475970	171339
2014-11-05	10440	10485	10305	10350	-0.43	0.05674716	-566423	732381	-165957
2014-11-06	10300	10500	10260	10460	1.06	-0.009654899	1745816	-1849495	-104960
2014-11-07	10430	10510	10400	10475	0.14	-0.024814843	-432066	246007	197066
2014-11-10	10565	10770	10555	10690	2.05	-0.209476086	9367414	-8489175	-286732
2014-11-11	10695	10740	10655	10670	-0.19	-0.227690322	-1344061	1094994	85752
2014-11-12	10665	10850	10645	10750	0.75	-0.178378915	4786379	-4523246	-114684
2014-11-13	10740	10810	10620	10690	-0.56	0.061122463	-1594944	1571175	223921
2014-11-14	10635	10645	10400	10485	-1.92	-0.255331131	-5603099	5331896	152033
2014-11-17	10410	10590	10385	10545	0.57	-0.049856591	2160129	-1933682	-168116
2014-11-18	10545	10765	10545	10720	1.66	-0.1208426	6292845	-5937813	-178242
2014-11-19	10800	10800	10625	10675	-0.42	-0.17944323	-2187368	2249486	-101275
2014-11-20	10570	10680	10520	10595	-0.75	-0.215015686	-1713163	1192824	467527
2014-11-21	10640	10725	10610	10660	0.61	-0.13041132	1089704	-1026687	-197793
2014-11-24	10825	10940	10810	10875	2.02	-0.123250205	11466497	-10861190	-76269
2014-11-25	10895	10905	10810	10865	-0.09	0.07009051	-207887	-177786	366478
2014-11-26	10875	10880	10725	10820	-0.41	-0.11271938	-808456	1159748	-275054
2014-11-27	10960	11015	10905	10950	1.2	-0.076562342	13469647	-13066173	188170
2014-11-28	10925	10985	10895	10930	-0.18	-0.47232393	609521	-403788	-125505
2014-12-01	10840	10845	10685	10745	-1.69	-0.276848915	-5868334	5743304	-1212
2014-12-02	10690	10730	10625	10725	-0.19	-0.410892123	-2750421	2491639	2842
2014-12-03	10760	10820	10710	10775	0.47	-0.229449118	1104213	-963395	-60210
2014-12-04	10770	11040	10770	11020	2.27	-0.088850206	13280683	-12716640	-160096
2014-12-05	10970	11060	10970	11010	-0.09	-0.082946582	1911857	-1833791	88416
2014-12-08	10975	11065	10950	10970	-0.36	-0.053754134	-696173	986729	-277769
2014-12-09	10900	10940	10840	10905	-0.59	-0.109737308	162738	-242956	2265
2014-12-10	10835	10835	10580	10585	-2.93	0.159536115	-11188733	11145085	-287547
2014-12-11	10435	10500	10275	10300	-2.69	0.011069186	-12595460	12059857	56782
2014-12-12	10340	10365	10245	10335	0.34	0.080277262	-3303819	2704148	177244
2014-12-15	10140	10360	10060	10360	0.24	-0.029238553	-4608987	4153978	59589
2014-12-16	10250	10350	10120	10200	-1.54	0.076921869	-7607023	7159224	183753
2014-12-17	10275	10280	10135	10135	-0.64	0.098468844	-4405771	4297123	16519
2014-12-18	10300	10360	9970	10110	-0.25	-0.096543696	-8741456	7752143	505914
2014-12-19	10300	10480	10280	10415	3.02	-0.354761923	10304448	-9500515	-146956
2014-12-22	10480	10600	10410	10565	1.44	-0.20224042	5298016	-4922927	-373152
2014-12-23	10570	10595	10515	10550	-0.14	0.090603342	2212980	-2395084	144423
2014-12-24	10520	10640	10490	10615	0.62	-0.103331646	4039630	-3746128	-128639
2014-12-26	10595	10720	10595	10620	0.05	-0.272513339	6794465	-6003207	-210786
2014-12-29	10700	10730	10550	10555	-0.61	-0.050282615	2192139	-1983614	95723
2014-12-30	10550	10615	10290	10290	-2.51	-0.34776596	-5285299	5359307	-96505
2015-01-02	10275	10405	10235	10390	0.97	-0.170641906	-720139	516930	93640
2015-01-05	10335	10385	10140	10355	-0.34	-0.015449086	-6278067	5758422	220304
2015-01-06	10110	10160	9955	9980	-3.62	-0.113398316	-29437489	28081475	-353330
2015-01-07	9970	10035	9915	10000	0.2	-0.374194525	-4870708	4298996	328930
2015-01-08	10120	10325	10105	10265	2.65	-0.331000117	7428969	-7237911	-291779
2015-01-09	10440	10575	10405	10495	2.24	-0.244849231	16069473	-15455821	144991
2015-01-12	10390	10525	10380	10445	-0.48	-0.294677196	2089721	-2064557	-38265
2015-01-13	10410	10545	10350	10540	0.91	-0.07963293	3876022	-3643874	-121025
2015-01-14	10500	10615	10440	10450	-0.85	-0.282834143	-2152617	2160103	-10771
2015-01-15	10410	10540	10370	10510	0.57	-0.115280841	2413360	-2292822	114454
2015-01-16	10400	10405	10140	10210	-2.85	0.144478763	-17944846	17633504	324192
2015-01-19	10320	10480	10290	10420	2.06	-0.151306226	9547653	-9300652	-129926
2015-01-20	10460	10615	10460	10595	1.68	-0.059709489	13963375	-13269667	-42188
2015-01-21	10545	10650	10500	10650	0.52	-0.365979613	6215097	-6220342	174973
2015-01-22	10740	10830	10680	10700	0.47	-0.229193125	9250526	-8514254	168878
2015-01-23	10955	11000	10795	10830	1.21	-0.354601446	11980014	-11139764	-228215
2015-01-26	10750	10850	10660	10825	-0.05	-0.258636496	1664497	-1847060	-54949
2015-01-27	10925	10990	10880	10985	1.48	-0.282133027	8216510	-8058626	7973
2015-01-28	10870	11020	10860	11000	0.14	-0.157388263	4543906	-4347086	-34611
2015-01-29	10900	10995	10785	10900	-0.91	-0.16486536	325044	-451323	77909
2015-01-30	11000	11015	10860	10860	-0.37	-0.054758213	133936	-313789	368069
2015-02-02	10755	10920	10750	10835	-0.23	-0.443616263	720023	-652372	-77403
2015-02-03	10925	10950	10715	10820	-0.14	-0.302318017	-1125998	1231069	-111122
2015-02-04	10970	11060	10920	10965	1.34	-0.181793851	10605770	-10086634	50056
2015-02-05	10935	10960	10730	10745	-2.01	-0.355271248	-7743884	7352121	247811
2015-02-06	10750	10800	10695	10785	0.37	-0.395186829	-1058954	1078753	-65995
2015-02-09	10710	10800	10650	10745	-0.37	-0.323288357	322479	-401603	66581
2015-02-10	10745	10845	10630	10650	-0.88	0.023761513	-2997945	3051203	-126933
2015-02-11	10650	10715	10620	10685	0.33	-0.093688464	-420734	257505	-70161
2015-02-12	10710	10710	10475	10590	-0.89	-0.424441991	-5019132	5073778	-131429
2015-02-13	10690	10785	10680	10765	1.65	-0.239369909	4324325	-4425068	199030
2015-02-16	10765	10835	10760	10800	0.33	-0.150790796	1379223	-1377917	-87462
2015-02-17	10735	10875	10700	10840	0.37	-0.141772889	4350019	-3984792	-155040
2015-02-23	10950	11035	10885	10895	0.51	-0.102602284	1968140	-2094108	151100
2015-02-24	10910	10965	10885	10915	0.18	-0.230251943	2127115	-1915402	-83110
2015-02-25	11000	11050	10975	11010	0.87	-0.313726555	6362096	-6165826	29243
2015-02-26	11020	11025	10945	11010	0	-0.244631693	687543	-664995	5795
2015-02-27	10970	10990	10860	10915	-0.86	-0.316994697	249117	2152	-18557
2015-03-02	10980	11065	10960	11045	1.19	-0.511718359	5716950	-5482823	182956
2015-03-03	11100	11165	11085	11130	0.77	-0.493064465	5936127	-5615304	-114936
2015-03-04	11090	11140	11090	11110	-0.18	-0.493323828	1252443	-1151759	-46323
2015-03-05	11070	11170	11055	11145	0.32	-0.193076471	1339230	-1618414	-5333
2015-03-06	11150	11260	11150	11255	0.99	-0.397965658	5873961	-5665707	31428
2015-03-09	11165	11200	10995	11025	-2.04	-0.165440128	-3039828	3167140	-61753
2015-03-10	11085	11085	10935	10940	-0.77	-0.052531805	-2291199	2485738	-70390
2015-03-11	10795	10950	10750	10935	-0.05	-0.075571561	-2073519	2216723	-119596
2015-03-12	10895	10995	10830	10900	-0.32	0.211547496	-1491408	1772548	-321248
2015-03-13	10985	11015	10930	10995	0.87	0.081466951	1408266	-1625710	22622
2015-03-16	10945	11030	10915	11015	0.18	-0.016792459	915513	-1005192	131290
2015-03-17	11100	11500	11075	11475	4.18	-0.222163288	27854656	-26797443	502973
2015-03-18	11500	11590	11480	11490	0.13	-0.27270944	7800278	-7682077	-9151
2015-03-19	11645	11675	11520	11560	0.61	-0.199773119	4300773	-4049125	56923
2015-03-20	11540	11580	11450	11500	-0.52	-0.363025152	-16407	-147092	122818
2015-03-23	11580	11645	11475	11510	0.09	-0.37771646	336382	-400381	-187500
2015-03-24	11495	11540	11405	11535	0.22	-0.338598209	891461	-636576	-154028
2015-03-25	11530	11625	11505	11550	0.13	-0.178813882	1574835	-1644386	119202
2015-03-26	11390	11500	11290	11325	-1.95	0.030207798	-2701251	2720666	34959
2015-03-27	11320	11360	11240	11265	-0.53	-0.212154363	-2211500	2171803	-3323
2015-03-30	11240	11330	11200	11320	0.49	0.017140747	-768974	661549	-152328
2015-03-31	11435	11455	11285	11320	0	-0.402963276	-477534	878425	-231991
2015-04-01	11280	11325	11145	11155	-1.46	-0.210403524	-1878371	1710917	60219
2015-04-02	11205	11275	11150	11180	0.22	-0.226587383	311261	-341710	-135584
2015-04-03	11210	11355	11195	11345	1.48	-0.212768016	2485560	-2610737	57781
2015-04-06	11320	11445	11295	11340	-0.04	-0.17385946	874670	-909152	43390
2015-04-07	11430	11435	11285	11290	-0.44	-0.412902748	-1928908	1870367	84467
2015-04-08	11305	11480	11285	11460	1.51	-0.257884719	5508546	-5822455	169146
2015-04-09	11410	11515	11375	11435	-0.22	-0.258273068	-359755	149109	16315
2015-04-10	11465	11785	11460	11730	2.58	-0.333750238	14842402	-13750512	-50369
2015-04-13	11770	11905	11740	11885	1.32	-0.389140279	3566648	-3571551	88288
2015-04-14	11890	12060	11875	12010	1.05	-0.57230943	6900596	-6846269	200711
2015-04-15	12050	12145	12000	12095	0.71	-0.436203849	3345045	-3229240	13116
2015-04-16	12200	12295	12165	12275	1.49	-0.738056019	5625134	-5144507	53004
2015-04-17	12300	12350	12245	12285	0.08	-0.52518814	2951766	-2921323	74393
2015-04-20	12150	12305	12135	12260	-0.2	-0.813956593	2811788	-2703772	-316959
2015-04-21	12320	12325	12225	12245	-0.12	-0.786094983	816857	-921100	106760
2015-04-22	12250	12550	12245	12340	0.78	-0.670114503	6384381	-5439994	-59329
2015-04-23	12455	12710	12365	12710	3	-0.533254449	6061753	-5591205	-130923
2015-04-24	12725	12935	12550	12550	-1.26	-0.519281424	-327755	379991	-3563
2015-04-27	12665	12675	12470	12490	-0.48	-0.384266297	-700791	837653	-192839
2015-04-28	12550	12580	12340	12390	-0.8	-0.23576246	299044	-179531	-197211
2015-04-29	12450	12450	12150	12290	-0.81	-0.42826379	-239176	48202	41235
2015-04-30	12180	12270	12120	12175	-0.94	-0.438805233	-421234	408877	-32540
2015-05-04	12240	12335	12200	12270	0.78	-0.346958268	499953	-323233	-146349
2015-05-06	12150	12180	11870	11905	-2.97	-0.283444623	-4259116	4061254	15918
2015-05-07	11880	11885	11615	11775	-1.09	-0.336022074	-4254310	3587711	-53209
2015-05-08	11800	11805	11690	11690	-0.72	0.162796676	-1882643	1870766	-111217
2015-05-11	11845	11900	11715	11720	0.26	-0.182006018	-2445035	2433974	-48072
2015-05-12	11670	11750	11620	11700	-0.17	-0.297658358	-598896	813142	-164659
2015-05-13	11700	11895	11700	11850	1.28	-0.265621686	506720	-608807	104175
2015-05-14	11810	11900	11770	11880	0.25	-0.24728262	212709	-14259	-186234
2015-05-15	11970	12045	11625	11645	-1.98	-0.245937238	-6351830	6083445	-24388
2015-05-18	11665	11705	11555	11705	0.52	-0.225887568	770456	-882619	50436
2015-05-19	11700	11870	11625	11800	0.81	-0.371748467	1156398	-1291251	53790
2015-05-20	11840	12025	11810	12020	1.86	-0.327955852	3995613	-3562828	-177756
2015-05-21	12000	12010	11730	11740	-2.33	-0.397730358	-3842323	3638841	123100
2015-05-22	11790	12060	11790	12045	2.6	-0.30112454	6056857	-6141287	36074
2015-05-26	12045	12075	11905	11995	-0.42	-0.258604203	788348	-227433	9094
2015-05-27	11840	11880	11455	11500	-4.13	-0.236829093	-10468499	9738054	17542
2015-05-28	11600	11660	11500	11500	0	-0.422813393	759574	-457207	-251836
2015-05-29	11440	11710	11420	11590	0.78	-0.266243522	3143173	-3163060	67008
2015-06-01	11550	11550	11260	11415	-1.51	-0.098020339	-3289781	3265925	-5790
2015-06-02	11380	11475	11135	11190	-1.97	-0.31091591	-5299985	5011143	122700
2015-06-03	11230	11270	10965	10980	-1.88	-0.436880791	-3013731	3182320	-9695
2015-06-04	11045	11220	10975	11070	0.82	-0.327559475	946861	-925808	-9343
2015-06-05	10950	11135	10940	11030	-0.36	-0.441559286	-1291012	1042174	-61222
2015-06-08	11000	11045	10900	10990	-0.36	-0.320534333	-786136	708762	71946
2015-06-09	10950	11075	10870	10950	-0.36	-0.293655672	-2235312	2057131	45570
2015-06-10	11035	11075	10795	10825	-1.14	-0.192699545	-4110271	4067507	-135465
2015-06-11	10920	10925	10780	10885	0.55	-0.07536805	-77185	282153	-192689
2015-06-12	10930	11040	10670	10720	-1.52	-0.236194532	-4834445	4517476	38641
2015-06-15	10600	10730	10530	10670	-0.47	-0.214627395	-151068	14329	110290
2015-06-16	10640	10675	10295	10445	-2.11	-0.3294044	-7342072	7286469	-77930
2015-06-17	10475	10505	10355	10480	0.34	-0.62554701	-146505	87233	-137215
2015-06-18	10590	10690	10465	10550	0.67	-0.234802829	696652	-727881	17861
2015-06-19	10675	10685	10555	10615	0.62	-0.387564164	-940560	816911	138314
2015-06-22	10700	10810	10635	10720	0.99	-0.219201288	819877	-887434	4511
2015-06-23	10850	11025	10775	10990	2.52	-0.449021112	3978341	-4004500	-115964
2015-06-24	11035	11050	10955	10990	0	-0.323065732	-74109	48335	87120
2015-06-25	10900	11015	10875	10980	-0.09	0.003187715	1445404	-1313528	-177927
2015-06-26	10890	11040	10805	10980	0	-0.287785072	874149	-965815	88180
2015-06-29	10660	10725	10580	10680	-2.73	-0.538007426	-3299914	3287142	124148
2015-06-30	10605	10750	10605	10750	0.66	-0.563412331	2076937	-2097984	13933
2015-07-01	10740	11045	10700	11025	2.56	-0.456860125	3234319	-3141046	1709
2015-07-02	11065	11115	11030	11050	0.23	-0.402266682	1421335	-1137102	-159293
2015-07-03	11050	11075	10895	10995	-0.5	-0.309634015	-228127	-148616	66710
2015-07-06	10740	10850	10425	10440	-5.05	-0.273864779	-10357856	10042454	124580
2015-07-07	10550	10570	10360	10485	0.43	-0.031082372	-3776065	3940501	-158761
2015-07-08	10485	10505	10200	10200	-2.72	-0.049583246	-8867164	8309672	186998
2015-07-09	10050	10330	9945	10330	1.27	-0.338059477	-8867039	8642439	37147
2015-07-10	10370	10400	10255	10360	0.29	-0.122821935	263005	-189495	-79480
2015-07-13	10315	10635	10285	10560	1.93	-0.026981354	4110949	-3969990	-19427
2015-07-14	10620	10620	10395	10465	-0.9	-0.376882867	-3136128	2971370	64358
2015-07-15	10540	10725	10445	10540	0.72	-0.238802184	2662722	-2817447	-72723
2015-07-16	10480	10675	10480	10675	1.28	-0.431293395	3374693	-3428289	113462
2015-07-17	10785	10805	10500	10565	-1.03	-0.254909366	-909763	1168184	-60811
2015-07-20	10550	10655	10445	10510	-0.52	-0.099805142	-980397	827829	121750
2015-07-21	10550	10680	10440	10565	0.52	-0.29660933	799935	-621664	-136382
2015-07-22	10440	10500	10300	10355	-1.99	-0.452601787	-6348364	6226875	17587
2015-07-23	10390	10410	10260	10350	-0.05	-0.245482855	100725	-215171	81659
2015-07-24	10250	10270	10085	10120	-2.22	-0.345835401	-7720146	7754611	-104396
2015-07-27	10030	10200	10000	10175	0.54	-0.146223221	276959	-235427	-77759
2015-07-28	10095	10225	10025	10195	0.2	-0.117566376	-999944	802263	108959
2015-07-29	10270	10300	10190	10270	0.74	-0.198340008	338597	-667954	82548
2015-07-30	10295	10320	10095	10095	-1.7	-0.016837184	-4694251	4784714	-69527
2015-07-31	10105	10125	9935	10025	-0.69	-0.488079911	-12049230	11779542	-65186
2015-08-03	10035	10040	9855	9915	-1.1	-0.069643849	-4891077	4880866	7418
2015-08-04	9910	10010	9895	10010	0.96	-0.289072041	-1038065	1066919	-48979
2015-08-05	9985	10085	9940	10030	0.2	-0.151017852	-160945	15628	-473
2015-08-06	10045	10060	9785	9795	-2.34	0.141291746	-11245794	10818592	195442
2015-08-07	9725	9775	9655	9745	-0.51	-0.067886156	-2928922	2889501	-94311
2015-08-10	9710	9725	9615	9700	-0.46	-0.174437452	-1287116	1424516	5792
2015-08-11	9805	9925	9625	9625	-0.77	0.001870165	-2840225	2557415	76958
2015-08-12	9570	9660	9365	9495	-1.35	-0.153214078	-8591097	8618735	-27416
2015-08-13	9460	9595	9425	9580	0.9	-0.125104254	111292	-95547	32064
2015-08-17	9605	9630	9400	9420	-1.67	-0.019953555	-2974445	2860037	71618
2015-08-18	9490	9510	9380	9390	-0.32	0.082282771	-1563244	1596837	-39027
2015-08-19	9355	9410	9185	9250	-1.49	-0.140019886	-4670371	4239082	21434
2015-08-20	9225	9240	9050	9050	-2.16	-0.258446346	-4284913	4392148	-75678
2015-08-21	8750	8830	8615	8765	-3.15	-0.146618713	-12812055	11611627	131313
2015-08-24	8590	8680	8000	8330	-4.96	0.53077352	-17897308	17143676	430498
2015-08-25	8345	8585	8050	8400	0.84	-0.201023652	-2925931	2994444	-110900
2015-08-26	8310	8765	8215	8715	3.75	-0.239927838	77999	-495443	-52124
2015-08-27	8800	8920	8725	8790	0.86	-0.402243499	3141972	-2350706	-304849
2015-08-28	8970	9050	8935	9035	2.79	-0.694642896	4699300	-4675593	68888
2015-08-31	8970	9050	8900	9050	0.17	-0.41090132	1923056	-1859216	-70698
2015-09-01	8980	9050	8815	8835	-2.38	-0.441056824	-670298	798960	50961
2015-09-02	8630	8960	8630	8870	0.4	-0.48277634	937632	-982196	147033
2015-09-03	8960	8995	8855	8905	0.39	-0.33754292	-661647	624937	18736
2015-09-04	8920	8955	8690	8750	-1.74	-0.098873572	-3649267	3395815	146094
2015-09-07	8715	8850	8645	8705	-0.51	-0.328612158	296774	-291628	-113579
2015-09-08	8745	8780	8640	8750	0.52	-0.262509076	-555812	403888	130650
2015-09-09	8910	9275	8910	9275	6	-0.145018501	10845967	-9978060	-330421
2015-09-10	9115	9340	9095	9260	-0.16	-0.852178736	2603592	-2884155	230635
2015-09-11	9195	9335	9165	9165	-1.03	-0.474983548	336500	-454825	116763
2015-09-14	9250	9270	8995	9080	-0.93	-0.405944493	-636001	990292	-191969
2015-09-15	9090	9185	9065	9120	0.44	-0.465150797	544978	-1003684	85739
2015-09-16	9250	9660	9245	9545	4.66	-0.574263057	11241049	-10806367	-4064
2015-09-17	9730	9745	9595	9625	0.84	-0.305970041	2779884	-2267325	172879
2015-09-18	9600	9815	9395	9730	1.09	-0.545212576	3548369	-3289073	-161690
2015-09-21	9530	9580	9345	9420	-3.19	-0.185430464	-4492530	4132997	125927
2015-09-22	9470	9560	9390	9530	1.17	-0.340598814	2188282	-2029823	-222587
2015-09-23	9310	9445	9225	9255	-2.89	-0.287555391	-5175745	5007925	80074
2015-09-24	9320	9345	9200	9240	-0.16	-0.166281486	-1529941	919409	294834
2015-09-25	9200	9300	9100	9225	-0.16	-0.099846008	556692	-60931	-407192
2015-09-30	8935	9395	8930	9365	1.52	-0.382726056	709935	-758589	30846
2015-10-01	9355	9675	9305	9560	2.08	-0.257390187	6702182	-6996042	183740
2015-10-02	9555	9590	9420	9435	-1.31	-0.182390629	-603491	488950	179655
2015-10-05	9525	9705	9440	9470	0.37	-0.511310929	3467404	-2887352	-401337
2015-10-06	9680	9740	9615	9645	1.85	-0.406531349	5280992	-5104946	70765
2015-10-07	9705	9945	9695	9910	2.75	-0.589042525	14681917	-14104948	191205
2015-10-08	10010	10095	9930	10060	1.51	-0.810083848	8416794	-8012644	-109880
2015-10-12	10135	10300	10110	10185	1.24	-0.432096352	9010194	-8939101	110057
2015-10-13	10180	10260	10090	10150	-0.34	-0.312224078	1950103	-1894948	-5259
2015-10-14	10100	10140	9980	10090	-0.59	-0.299299724	946600	-1078587	-147894
2015-10-15	10065	10390	10065	10330	2.38	-0.309109315	9940351	-8987183	-309606
2015-10-16	10405	10405	10240	10265	-0.63	-0.410775234	-900384	1233997	98176
2015-10-19	10315	10360	10190	10275	0.1	-0.264311707	877072	-688668	-218304
2015-10-20	10250	10370	10225	10345	0.68	-0.28636945	2367443	-2749961	123696
2015-10-21	10345	10560	10320	10415	0.68	-0.244527816	6745943	-6455822	-68662
2015-10-22	10340	10420	10250	10285	-1.25	-0.217416402	-1067749	979788	85125
2015-10-23	10495	10610	10420	10445	1.56	-0.233727209	8372503	-7765590	-97163
2015-10-26	10560	10565	10470	10500	0.53	-0.301942688	-209321	62943	91417
2015-10-27	10485	10520	10380	10480	-0.19	-0.499307388	702215	-595305	-116568
2015-10-28	10500	10505	10335	10480	0	-0.412414239	53272	-236586	48011
2015-10-29	10495	10725	10370	10425	-0.52	-0.01189307	3075359	-3021045	50712
2015-10-30	10380	10550	10360	10490	0.62	-0.301187357	3287127	-2895947	-146827
2015-11-02	10455	10525	10400	10485	-0.05	-0.419122947	719254	-843796	85112
2015-11-03	10600	10740	10600	10680	1.86	-0.324505332	7377838	-7031324	-117832
2015-11-04	10760	10780	10595	10655	-0.23	-0.463352204	539066	-536155	108298
2015-11-05	10600	10665	10530	10650	-0.05	-0.153753844	230049	-107265	-212190
2015-11-06	10600	10660	10450	10505	-1.36	-0.217517264	-2916323	2804359	111705
2015-11-09	10440	10485	10340	10425	-0.76	-0.330606009	1905015	-2044012	87996
2015-11-10	10295	10300	10100	10115	-2.97	-0.210628086	-3557616	3033533	50363
2015-11-11	10070	10160	9975	10095	-0.2	-0.397718471	-601970	402629	-13603
2015-11-12	10070	10130	10030	10115	0.2	-0.013542407	182143	-125179	-42195
2015-11-13	9900	9965	9850	9850	-2.62	-0.251952429	-4730615	4607743	34898
2015-11-16	9620	9740	9590	9600	-2.54	-0.286675807	-4525946	4249958	-4445
2015-11-17	9780	9835	9710	9775	1.82	-0.051124744	-331137	125220	192
2015-11-18	9735	9810	9705	9725	-0.51	-0.455091684	-653467	944855	-10935
2015-11-19	9900	10000	9815	9995	2.78	-0.454156126	1788093	-1961191	10113
2015-11-20	10025	10050	9985	10020	0.25	-0.282632061	615327	-623104	-3901
2015-11-23	10060	10185	10050	10150	1.3	-0.265598117	2203015	-1906205	18315
2015-11-24	10145	10240	10135	10230	0.79	-0.339508127	2634710	-2717889	-38714
2015-11-25	10230	10235	10135	10210	-0.2	-0.119348086	297983	-324239	37870
2015-11-26	10245	10470	10225	10455	2.4	-0.069965361	7497259	-6861984	-256090
2015-11-27	10470	10500	10400	10410	-0.43	-0.091271087	663656	-611812	213339
2015-11-30	10320	10325	9920	10015	-3.79	-0.014476187	-8178884	7735455	33549
2015-12-01	10080	10340	10075	10310	2.95	-0.289074642	5601272	-5498634	-134603
2015-12-02	10325	10330	10170	10170	-1.36	-0.162469138	-3303918	2832611	317608
2015-12-03	10050	10055	9850	9990	-1.77	-0.240062952	-7788719	7589540	-99040
2015-12-04	9790	9880	9750	9785	-2.05	-0.059035133	-6885270	7151867	-46533
2015-12-07	9905	9915	9705	9705	-0.82	-0.188207707	-3821859	3739803	-52884
2015-12-08	9690	9785	9575	9610	-0.98	0.041848932	-3881862	4005151	-27500
2015-12-09	9605	9670	9575	9610	0	-0.006971418	-2751357	2094747	63370
2015-12-10	9590	9755	9535	9700	0.94	0.03413536	-753498	544167	212343
2015-12-11	9640	9800	9610	9660	-0.41	-0.089774406	-2663176	2678803	-82496
2015-12-14	9490	9525	9365	9500	-1.66	-0.118806052	-5195621	4900849	89463
2015-12-15	9575	9600	9500	9560	0.63	0.038194499	-1398930	1708078	-45689
2015-12-16	9710	9995	9685	9930	3.87	-0.163578909	9907304	-9599284	-60334
2015-12-17	10040	10080	9855	9915	-0.15	-0.128629088	-1763322	1693585	113359
2015-12-18	9755	9970	9730	9885	-0.3	-0.171077587	36537	-275554	-11664
2015-12-21	9885	10025	9760	9955	0.71	0.126427845	1764925	-1521284	-191058
2015-12-22	9915	10015	9825	9995	0.4	-0.337824363	1691309	-1550980	-24437
